ID,Show,Title,Artist,JD,Hunter,Steve,Dave,YACHTSKI,Cover Art
340,BYR41,I'm Happy That Love Has Found You,Jimmy Hall,78,82,80,84,81,https://img.discogs.com/ek7GpNH2P7IxTFw3GAZ4QJrif3c=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb():quality(40)/discogs-images/R-5590160-1397403926-7384.jpeg.jpg
342,YON19,New and Different Way,Jimmy Messina,72,56,53,45,56.5,https://i.scdn.co/image/9989d5cfc619cee30faa37c34a814b1fe67b0430
341,BYR85,We Got to Get Back,Jimmy Messina,59,59,63,61,60.5,https://img.discogs.com/NyOX2mjR-BxnPfYfDQ6muYzFyYQ=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb():quality(40)/discogs-images/R-2425918-1283377679.jpeg.jpg
343,YON57,Money Alone,Jimmy Messina,72,53,68,59,63,https://img.discogs.com/89lGFxLgJGG-qYHDfrr7QVnm-hg=/fit-in/300x300/filters:strip_icc():format(jpeg):mode_rgb():quality(40)/discogs-images/R-2815049-1328528084.jpeg.jpg
344,YON15,Ginny's Song,Jimmy Thudpucker,51,42,56,45,48.5,https://img.discogs.com/pwXu2p4uxfQdVs5S5-t2hiuMmkA=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb():quality(40)/discogs-images/R-8808544-1536958509-9842.jpeg.jpg
345,YON17,I'll Be That Friend,Jodie Abacus,20,31,34,25,27.5,https://i.scdn.co/image/ee7f5da8d82bb837717c087d60b2a0bb0ba216c8
346,YON26,So Good So Right,Joe Cocker,59,54,43,44,50,https://i.scdn.co/image/af480d307d285fdee348d9a634c15846d0dac2e0
347,YON17,Steppin Out,Joe Jackson,41,41,20,40,35.5,https://i.scdn.co/image/84953083c55949b8826eb6fd115191f519bbd16b
348,YON21,In All My Wildest Dreams,Joe Sample,20,30,20,27,24.25,https://i.scdn.co/image/2da88ffac2873d85b3fa367ea869121bb3fc34fa
349,YON63,"Theme from ""Greatest American Hero"" (Believe It Or Not)",Joey Scarbury,52,49,65,59,56.25,https://i.scdn.co/image/ba4c7a17328cf5ab110eec437753e6af51f828e9
350,YON31,Gimme Your Love,John Denver,28,13,16,17,18.5,https://i.scdn.co/image/1bfd8669b341457468bb39b2534cad1bcaa13be3
351,BYR51,Love You Like I Never Loved You Before,John O'Banion,77,79,85,85,81.5,https://img.discogs.com/aebMZPDk0WROX9oCECtK3L0Od0I=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb():quality(40)/discogs-images/R-738928-1431758532-3399.jpeg.jpg
352,YON38,St. Elmo's Fire,John Parr,39,36,24,42,35.25,https://i.scdn.co/image/b40a93ef79fdda0ca56f035865cd2032fe59738b
353,YON26,Simple,Johnny Mathis,65,68,73,57,65.75,https://i.scdn.co/image/7c98178474e023600d985a0173909eaaef032e34
354,YON27,Without Us,Johnny Mathis & Deniece Williams,75,60,55,52,60.5,https://i.scdn.co/image/4bfed8bd618a8b9786e4c33ada000385523853d3
355,YON12,I Can See Clearly,Johnny Nash,9,22,5,12,12,https://i.scdn.co/image/6ecc87d0524781bf9da741004b29ebc37a29d634
356,BYR33,Hold On To Love,Jon Anderson,53,46,48,49,49,https://i.scdn.co/image/5b3df3d4ef8847596349cee787cf8aea56f254cf
357,YON46,Ladies Man,Joni Mitchell,24,29,28,26,26.75,https://i.scdn.co/image/cea6ba9d4abccd2b85c9c626541b5e8bfb81c7b2
358,YON44,Walks Like A Lady,Journey,13,10,18,15,14,https://i.scdn.co/image/842e8d6bff92bcb752730872421c56e36fc84d6f
359,YON28,The Hurt,Kalapana,40,49,47,48,46,https://i.scdn.co/image/fcc09d5b81f876533a8163836cc1b7a07a2247b4
360,YON03,All I Wanted,Kansas,9,3,0.8,3,3.95,https://i.scdn.co/image/4e78639c8e5f7d761dd8785050d7ca11310c3e36
361,YON66,I've Been Played The Fool Again,Karizma,79,85,86,82,83,https://i.scdn.co/image/36cf6f3d19cfa83344cf43c886bf7d6dded68c65
362,YON31,Personally,Karla Bonoff,48,50,45,48,47.75,https://i.scdn.co/image/cf45fa21f33e41cc6096882e49b354f3fa0d8019
363,YON38,Edgartown Groove,Kashif,35,31,24,28,29.5,https://i.scdn.co/image/94f740c7af53b78eb56a7f423007b41371b6d4df
364,YON55,Blame It On The One,Kelly Willard,83,85,77,80,81.25,https://i.scdn.co/image/49731746e074cd4a29be537180939e33691e3dfd
369,YON10,Sweet Reunion,Kenny Loggins,52,49,39,45,46.25,https://i.scdn.co/image/c9e03223c06e802b5300dae24cfa380a0f97d478
368,YON09,Keep The Fire,Kenny Loggins,65,49,60,42,54,https://i.scdn.co/image/96afdad7610a0d93666ddf30792daf4558c8f78c
366,BYR55,I Gotta Try,Kenny Loggins,85,89,79,80,83.25,https://i.scdn.co/image/58b6ff6aadc35110130c71ddf14d96587d1f37a4
365,BYR42,"Who's Right, Who's Wrong",Kenny Loggins,95,98,96.5,95,96.125,https://i.scdn.co/image/96afdad7610a0d93666ddf30792daf4558c8f78c
367,YON06,This is It,Kenny Loggins,97,99,99,98,98.25,https://i.scdn.co/image/96afdad7610a0d93666ddf30792daf4558c8f78c
370,YON22,Heart to Heart,Kenny Loggins,99,100,100,99.5,99.625,https://i.scdn.co/image/677079bb8d416eae9e796b6303495da92d16cdb7
371,YON17,Whenever I Call You Friend,Kenny Loggins & Stevie Nicks,65,62,82,78,71.75,https://i.scdn.co/image/ea1987301e1fd1fba941cf5d25c39b48d4b8d049
374,YON44,You're My Love,Kenny Rogers,60,59,52,56,56.75,https://i.scdn.co/image/4102780cf592f0cf257c714f7df203a09475a68d
373,BYR82,Somebody Took My Love,Kenny Rogers,75,72,61,64,68,https://i.scdn.co/image/3841fb4e6d5e36682f3f94befb81df0bcd73994e
372,BYR60,Heart To Heart,Kenny Rogers,72,69,67,72,70,https://i.scdn.co/image/3841fb4e6d5e36682f3f94befb81df0bcd73994e
375,YON03,Islands in the Stream,Kenny Rogers & Dolly Parton,40,46,43,30,39.75,https://i.scdn.co/image/834fb72f2f34a7905604723a510026dd3dd22759
376,YON49,Never Gonna Give You Up,Kere Buchanan,59,54,58,62,58.25,https://i.scdn.co/image/22722144a93fea1c3babcc133886dbc2689b71e4
377,YON01,Ain't Nothin' For a Heartache,Kerry Chater,85,95,94,90,91,https://img.discogs.com/lxYz1vZMR8lLzjvbjkPyGtWMIuk=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb():quality(40)/discogs-images/R-2015284-1258655887.jpeg.jpg
378,YON33,Shandi,Kiss,12,28,27,15,20.5,https://i.scdn.co/image/45dea9d4c492a20f5c4b0cb657fff37c6c0ca116
379,YON37,Caravan,Kitaro & Pages,9,15,29,14,16.75,https://img.discogs.com/WVbTfBHWXgTRe2fHPr74vhU5vRY=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb():quality(40)/discogs-images/R-2853387-1304033873.jpeg.jpg
380,YON09,We Know the Way by Heart,Koinonia,42,43,59,30,43.5,https://i.scdn.co/image/a8e05e35eab1efcb65ed728122c396b72904b3e8
381,YON34,Too Hot,Kool & the Gang,58,52,51,58,54.75,https://i.scdn.co/image/98e8991caa27858c9eff75db41b129d19cd58cb6
382,YON24,On The Run,Lake,17,15,10,12,13.5,https://i.scdn.co/image/e0d4547de2dbe56792f500270678ab1b107f6966
383,YON29,Where Did You Come From,Larry Carlton,55,68,63,62,62,https://i.scdn.co/image/74efdb5e954a9458bef25fde609914bd9750fb07
384,YON44,Room 335,Larry Carlton,80,67,59,72,69.5,https://i.scdn.co/image/c8df92e86c8c486e444aae01d02ff40673d13965
385,YON58,Sleep On It,Larry John McNally,60,62,66,62,62.5,https://img.discogs.com/BlLB_cYBeHcV6nkbCtLIFh07NeY=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb():quality(40)/discogs-images/R-3462413-1387882214-3430.jpeg.jpg
386,BYR56,Don't Talk,Larry Lee,90,88,88,89,88.75,https://img.discogs.com/CefYlpWNIFkG6OLlaHpOS0uzpuM=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb():quality(40)/discogs-images/R-109560-1273955722.jpeg.jpg
387,YON14,Part Time Love,Larry Wilcox,70,64,39,50,55.75,https://img.discogs.com/Zm_LFysbDWJr1QHdt2y3b8PMJwM=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb():quality(40)/discogs-images/R-8856959-1470214262-6315.jpeg.jpg
388,YON45,Who'll Be the Fool Tonight,Larsen/Feiten Band,90,91,93,90,91,https://i.scdn.co/image/5d475e156132fbb5b2b3eb3c4a111012e0e33243
389,YON43,Please Don't Leave,Lauren Wood,91,93,86,83,88.25,https://i.scdn.co/image/f7180c6aba29324b3e3d394177d3490c6a950aad
390,YON12,Fool in the Rain,Led Zeppelin,5,1,0,3,2.25,https://i.scdn.co/image/a6e74c01c728cc5d35722b222575a132be171755
394,YON18,The Captain's Journey,Lee Ritenour,29,33,21,35,29.5,https://i.scdn.co/image/aa7d2f3dc6871fc0d59be1aa94ff1daa4b8bcea4
392,BYR67,You Make Me Feel Like Dancing,Lee Ritenour,42,50,40,51,45.75,https://i.scdn.co/image/f0327d748a3e7300182bf183d38124bf9e816dbf
391,BYR65,Sunset Drivers,Lee Ritenour,65,66,67,62,65,https://i.scdn.co/image/361315a151c37c4d46876f460956453b31fa7b84
393,YON16,Cross My Heart,Lee Ritenour,85,81,63,65,73.5,https://i.scdn.co/image/8e4e88fd31cc6fefd3a5cfa7a4e58526320640bc
395,YON22,"Promises, Promises",Lee Ritenour,71,86,75,75,76.75,https://i.scdn.co/image/8e4e88fd31cc6fefd3a5cfa7a4e58526320640bc
397,YON44,Is It You,Lee Ritenour,78,84,74,75,77.75,https://i.scdn.co/image/7b1e19abd362fd4f583d8234f3ff99035df8f588
396,YON42,Mr. Briefcase,Lee Ritenour,87,81,85,82,83.75,https://i.scdn.co/image/7b1e19abd362fd4f583d8234f3ff99035df8f588
399,YON66,Can I Touch You There,Leon Ware,63,67,58,55,60.75,https://i.scdn.co/image/8e14ecec351abf8992e1ec1216fa04c10e25f643
398,YON58,Slippin Away,Leon Ware,69,70,79,75,73.25,https://i.scdn.co/image/8e14ecec351abf8992e1ec1216fa04c10e25f643
400,YON28,Nothin' You Can Do About It,Leslie Smith,70,80,70,79,74.75,https://img.discogs.com/8ehf2p3MPp_7kR6HxxDwosxEb-0=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb():quality(40)/discogs-images/R-4686873-1394836356-3420.jpeg.jpg
401,YON49,Fool That I Am,Libby Titus,39,31,37,33,35,https://i.scdn.co/image/bd189e6991b00d74b54049789d16cec5da6fec84
402,YON09,Minnesota,Lil Yachty,6,16,6,9,9.25,https://i.scdn.co/image/7125676f8edfefb09f008584229a6b8897736d23
404,YON61,Easy For You To Say,Linda Ronstadt,39,37,38,30,36,https://i.scdn.co/image/1e1b0075775f73a153fac948fe32df021dab9626
403,YON53,Hurts So Bad,Linda Ronstadt,45,46,38,42,42.75,https://i.scdn.co/image/a0501e580a8b0760f47e5fd948256d8c85774ca2
405,YON13,Love Will Conquer All,Lionel Richie,58,61,56,65,60,https://i.scdn.co/image/fe98039ccb011aa252a693de251e019b9831b507
406,YON34,All Night Long,Lionel Richie,91,49,45,59,61,https://i.scdn.co/image/2888f398c13fe354a33edbffdc9e598fae56a3b3
407,YON69,Running with the Night,Lionel Richie,83,80,74,86,80.75,https://i.scdn.co/image/2888f398c13fe354a33edbffdc9e598fae56a3b3
408,BYR60,Red Streamliner,Little Feat,57,61,57,58,58.25,https://i.scdn.co/image/e3053cc072b31aa7ae65fb1a5657edc29262e138
410,YON01,Lady,Little River Band,20,34,30,18,25.5,https://i.scdn.co/image/29af773340218d869a93e7208d1809a59cb95588
412,YON69,Cool Change,Little River Band,19,32,48,23,30.5,https://i.scdn.co/image/52848f523f49924711237c8f273e6b3a18eee071
409,YON62,Take It Easy On Me,Little River Band,38,35,33,29,33.75,https://i.scdn.co/image/cd398b70b51244c41b460f026af62ebdf9d095aa
411,YON06,Reminiscing,Little River Band,48,61,58,40,51.75,https://i.scdn.co/image/29af773340218d869a93e7208d1809a59cb95588
413,YON70,Vahevala,Loggins & Messina,40,30,40,40,37.5,https://i.scdn.co/image/64082e23ecd00c6f428c5702403d7c8383c4eaf3
414,YON20,Brandy,Looking Glass,32,40,33.3,42,36.825,https://i.scdn.co/image/c0f59d5d4f0efbc971cf2904304469f1fad05fa4
415,YON43,The White Whale,Los Colognes,5,8,23,12,12,https://i.scdn.co/image/35d836e8392a7f6151244aeb8776b95a4f54fa1f
416,YON22,Never Too Much,Luther Vandross,46,53,58,62,54.75,https://i.scdn.co/image/c3f8b56d65efc801762ef8d69c1d7775d9cf3222
417,YON06,Walkway Blues,M83,8.5,15,27,10,15.125,https://i.scdn.co/image/ca3935072365013de8885134b2b01a9ebdc68989
418,YON65,Moon Crystal,M83,39,49,52,35,43.75,https://i.scdn.co/image/ca3935072365013de8885134b2b01a9ebdc68989
419,YON18,First Light,Makoto Matsushita,46,53,59,45,50.75,https://img.discogs.com/h6P3QgPtLp_GAPaogxqXzwHBr-c=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb():quality(40)/discogs-images/R-4864049-1377851566-9147.jpeg.jpg
423,YON31,Survival,Marc Jordan,62,47,44,49,50.5,https://i.scdn.co/image/05f68d0df86b4f4cd8fba9364850736430caf9b3
422,YON04,Marina Del Rey,Marc Jordan,88,79,83,70,80,https://i.scdn.co/image/05f68d0df86b4f4cd8fba9364850736430caf9b3
420,BRC01,Beautiful People,Marc Jordan,85,74,85,82,81.5,https://i.scdn.co/image/f28dcd0246b684e511d1fa5dd383791e7f3cdbe7
421,BYR28,Margarita,Marc Jordan,91,90,84,78,85.75,https://i.scdn.co/image/6eef7071c476ce582b3aec66303404994851c7ff
424,YON49,Nao Pode Ser Qualquer Mulher,Marcos Valle,43,46,39,38,41.5,https://i.scdn.co/image/0fc77f4ed01f72fa25e6dea1ff014a75b634f3d4
425,YON62,Estrelar,Marcos Valle,34,50,58,43,46.25,https://i.scdn.co/image/3a978fec85105baf5c5727a6e7de2dc083668cd7
426,YON05,Midnight at the Oasis,Maria Muldaur,17,30,16,20,20.75,https://i.scdn.co/image/b4da8ce4e6d5f80c66337a166b3a5c3da348a21b
427,YON56,Hearts,Marty Balin,44,56,53,45,49.5,https://i.scdn.co/image/62195144fc04eb50613d8dcfbe611500cd257a69
428,YON48,Silly Crush,Masaki Matsubara,62,72,81,75,72.5,https://i.scdn.co/image/26f1e0cfe362695f22d3271c30fa23a668d7c894
429,YON27,Break My Stride,Matthew Wilder,25,33,3,25,21.5,https://i.scdn.co/image/1ee17381c666de22384c0526520d1924449d6803
430,BYR60,You,Max Gronenthal,65,71,65,57,64.5,https://img.discogs.com/h7Z-lMOXPrZ9aqvIj_qQXD_kCrE=/fit-in/300x300/filters:strip_icc():format(jpeg):mode_rgb():quality(40)/discogs-images/R-2852956-1332278587.jpeg.jpg
432,YON43,Your Imagination,Maxus,75,80,85,81,80.25,https://i.scdn.co/image/be32546e74235032b91666d109da0f0c2a0fa95e
431,BYR04,Nobody's Business,Maxus,98,91,95,94,94.5,https://i.scdn.co/image/be32546e74235032b91666d109da0f0c2a0fa95e
433,YON37,We Are One,Maze,31,40,34,31,34,https://i.scdn.co/image/7cf3de2fdb44fd65aa60189a98582ad72386311b
434,YON65,Golden Time of Day,Maze,44,41,38,44,41.75,https://i.scdn.co/image/6e4cb836fb5e3848069806ba16ee81ef1afb314f
435,YON48,Alcohol,McGruff the Crime Dog,55,91,40,58,61,http://s3.crackedcdn.com/phpimages/article/3/6/3/275363_v1.jpg
437,YON37,You Should Hear How She Talks About You,Melissa Manchester,37,51,36,42,41.5,https://i.scdn.co/image/d6763ba1062b83d6807fd62ecd89ecff810c48e4
436,BYR70,Looking for the Perfect Ahh,Melissa Manchester,82,65,61,59,66.75,https://i.scdn.co/image/d6763ba1062b83d6807fd62ecd89ecff810c48e4
442,YON54,Mr. Smooth,Michael Franks,30,34,36,28,32,https://i.scdn.co/image/c984ce082f48007bb2b3f85e1dc8bb27654a8a6f
440,YON33,Face To Face,Michael Franks,35,45,37,40,39.25,https://i.scdn.co/image/301f5cf4e19b5f2278fdcdc9eb4cf97c92445382
441,YON34,Your Secrets Safe With Me,Michael Franks,55,57,54,60,56.5,https://i.scdn.co/image/4bff272c2484027585bbf06289346acdece4f50e
438,BYR70,Jealousy,Michael Franks,61,63,59,56,59.75,https://i.scdn.co/image/b6d572a724472b9e523b5ed5bb05e868f3860e96
439,YON07,Now That Your Joystick's Broke,Michael Franks,60,71,60,55,61.5,https://i.scdn.co/image/849d2a85d759d7979e14289ae6a152b5ab9c966c
444,YON17,Rock with You,Michael Jackson,70,51,62,73,64,https://i.scdn.co/image/cafda5ec1191dc7423406cd2779eea004e36d3eb
443,YON17,It's the Falling in Love,Michael Jackson,83,59,68,75,71.25,https://i.scdn.co/image/cafda5ec1191dc7423406cd2779eea004e36d3eb
445,YON36,Baby Be Mine,Michael Jackson,89,94,85,88,89,https://i.scdn.co/image/1dcda349e3e10f66cb61b6574afde6da31d80fa6
446,YON40,Human Nature,Michael Jackson,92,99,97,94,95.5,https://i.scdn.co/image/d50dab8e3338d47ddc84195a0779b6b80704f8c5
447,YON48,The Girl is Mine,Michael Jackson & Paul McCartney,88,74,63,78,75.75,https://i.scdn.co/image/0bae7727a95e222cac3f73fffc2e07796425dd23
448,YON63,Right Through the Heart,Michael Johnson,78,69,71,65,70.75,https://img.discogs.com/tkH3Z00JZQReEe_H0xIy3tOpXIY=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb():quality(40)/discogs-images/R-2663027-1472242583-2469.jpeg.jpg
449,BRC01,Find It In Your Heart,Michael McDonald,18,34,47,27,31.5,https://i.scdn.co/image/029d346dba4a2543970786f444b1b5f3918ee8a3
450,BYR10,No Lookin' Back,Michael McDonald,60,61,60,67,62,https://i.scdn.co/image/60c3eac8e8581257cae93da93c8e7cc02c7b5c97
453,YON16,Sweet Freedom,Michael McDonald,64,78,92,74,77,https://i.scdn.co/image/f7b6561f1718eff191da5349b851d6dc753b0778
451,BYR55,I Gotta Try,Michael McDonald,95,85,81,92,88.25,https://i.scdn.co/image/4c195db09289a74e783cd33529dc6751be2795ec
452,YON12,I Keep Forgettin,Michael McDonald,99,100,98,97,98.5,https://i.scdn.co/image/4c195db09289a74e783cd33529dc6751be2795ec
455,YON03,Maniac,Michael Sembello,20,17,10,5,13,https://i.scdn.co/image/740b80d97474cf1efeb7f8d26cd82f67e8ea4e9a
454,BYR86,Lay Back,Michael Sembello,59,72,67,53,62.75,https://img.discogs.com/8V6XWceXL-_JC4RG0lzgqV0hFuQ=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb():quality(40)/discogs-images/R-2300924-1522009276-8963.jpeg.jpg
456,YON51,Hill Street Blues Theme,Mike Post & Larry Carlton,42,47,43,49,45.25,https://i.scdn.co/image/9c961ee21108ff21b98295d3b51e7783f7a6f959
457,YON65,Island In the Sun,Minnie Riperton,54,41,59,48,50.5,https://i.scdn.co/image/2f73dd5df67d4703286a3b17faf3c095df4735ab
458,YON60,The Awakening,Narada Michael Walden,55,58,63,49,56.25,https://i.scdn.co/image/abdaceb520c04504f16acf382de0a6e89e098645
460,YON10,To Prove My Love,Ned Doheny,55,43,42,60,50,https://i.scdn.co/image/ac210686217c293db28eb057b784bc58faf87c83
459,YON03,Get It Up For Love,Ned Doheny,76,81,72,60,72.25,https://i.scdn.co/image/04b60abe782902508540858b018bbec91a10202a
461,YON05,Heartlight,Neil Diamond,60,62,38,45,51.25,https://i.scdn.co/image/a51d7e4b6205114fc88b7c4321af1ed283e1d3f8
462,YON11,Mr. Telephone Man,New Edition,49,43,38,35,41.25,https://i.scdn.co/image/bbe46338c6be98ce05cf2ade55a63d3eb0678db0
463,YON64,Ducktales,Nick Nadel,30,31,28,25,28.5,
464,YON23,Lotta Love,Nicolette Larson,65,54,63,58,60,https://i.scdn.co/image/7b739333eec0368b87982ff2d7e75e6535ec9411
466,YON61,Isn't It Always Love,Nicolette Larson,62,63,65,68,64.5,https://img.discogs.com/KAc0dpr5LndlxuQYY9d9lRWCfNc=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb():quality(40)/discogs-images/R-1718590-1411931474-9970.jpeg.jpg
465,YON53,"Let Me Go, Love",Nicolette Larson,83,87,81,79,82.5,https://i.scdn.co/image/a12a8dd33db2bbbc6688c4366984b44fe085a8ad
468,YON53,Hasty Heart,Nielsen/Pearson,83,86,87,90,86.5,https://img.discogs.com/_gqAxDtzXBWbhaBOCfu02Utne3M=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb():quality(40)/discogs-images/R-2441949-1284266203.jpeg.jpg
467,YON22,If You Should Sail,Nielsen/Pearson,92,90,95,88,91.25,https://img.discogs.com/xe-lywhceGLKWWOn-ffNfGfWggc=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb():quality(40)/discogs-images/R-1488416-1223449611.jpeg.jpg
469,YON35,Ocean Bay,Nightshift,49,55,52,38,48.5,https://i.scdn.co/image/bb1d79df162db148cb97917d463a6db4cab5a107
472,YON08,Sad Songs,Olivia Newton-John,15,18,17,13,15.75,https://i.scdn.co/image/64f0a9b75f2b32c22ae211c3f0b36da0add06025
475,YON27,Physical,Olivia Newton-John,45,59,22,35,40.25,https://i.scdn.co/image/e47c61c9ac7a268d967bfc9fdd9e18b429997497
471,YON63,Deeper Than The Night,Olivia Newton-John,42,49,48,50,47.25,https://i.scdn.co/image/98660a78484980e33193cf1e397761a5065cf582
474,YON36,Make A Move On Me,Olivia Newton-John,42,56,46,48,48,https://i.scdn.co/image/e47c61c9ac7a268d967bfc9fdd9e18b429997497
473,YON16,Talk to Me,Olivia Newton-John,60,52,47,40,49.75,https://i.scdn.co/image/98660a78484980e33193cf1e397761a5065cf582
479,YON69,Dance with Me,Orleans,17,10,22,12,15.25,https://i.scdn.co/image/c02507abc7ac2209190ac2a2242fc6566eceb7ea
478,YON61,Still the One,Orleans,20,39,40,26,31.25,https://i.scdn.co/image/4eb4c6205dd467e747307108d4718501cdaf0a4e
476,YON28,Reach,Orleans,40,45,38,35,39.5,https://i.scdn.co/image/435f74b8988d4403c4e5ba169c1ba990f38b3ff1
477,YON61,Love Takes Time,Orleans,79,59,66,65,67.25,https://i.scdn.co/image/dca13c3ee010339c857521b2deea87f90d276210
480,YON13,Jackie Blue,Ozark Mountain Daredevils,9,38,16,12,18.75,https://i.scdn.co/image/3e804c0e2fe416839545a6ff021200dfeb46d193
483,YON45,Whatcha Gonna Do,Pablo Cruise,75,71,67,63,69,https://i.scdn.co/image/115bfc2a2534f7d308f9b0780fff96e3fa59b82e
481,BYR63,Paradise (Let Me Take You Into),Pablo Cruise,82,74,69,71,74,https://i.scdn.co/image/e672d52176991c32d31ea3bc7c9780da83038ba7
482,YON38,Love Will Find A Way,Pablo Cruise,91,90,92,91,91,https://i.scdn.co/image/d40737aacb1e28df821512a229c3db4f40e68f91
487,YON39,Let It Go,Pages,51,53,56,58,54.5,https://i.scdn.co/image/48d82ca71d038f6aee1a702ae2ff0b06f9f69246
484,BYR50,The Sailor's Song,Pages,55,56,66,55,58,https://i.scdn.co/image/b1fb425111c884093a699e542dafb884ecdc0d66
488,YON57,If I Saw You Again,Pages,56,69,74,68,66.75,https://i.scdn.co/image/48d82ca71d038f6aee1a702ae2ff0b06f9f69246
485,YON07,O.C.O.E. (Official Cat of the Eighties),Pages,89,78,86,80,83.25,https://i.scdn.co/image/79f01c907fd6578598d9d770ca4fb6ed0b4e86db
486,YON28,You Need a Hero,Pages,93,89,91,87,90,https://i.scdn.co/image/79f01c907fd6578598d9d770ca4fb6ed0b4e86db
489,YON49,Remind Me,Patrice Rushen,42,47,44,45,44.5,https://i.scdn.co/image/095dbffa9d7d08769fd44d08371d73586ac50b32
490,YON13,So Wrong,Patrick Simmons,18,38,21,25,25.5,https://i.scdn.co/image/6dfe2e528088572a83566b0612cd2d867233cf9b
491,YON43,Why You Givin Up,Patrick Simmons,46,59,58,48,52.75,https://i.scdn.co/image/6dfe2e528088572a83566b0612cd2d867233cf9b
493,BYR79,Every Home Should Have One,Patti Austin,80,81,78,82,80.25,https://i.scdn.co/image/87b52a80c393e734c01b8d3fd5ae18d51310b776
492,BYR58,Do You Love Me,Patti Austin,85,73,87,82,81.75,https://i.scdn.co/image/87b52a80c393e734c01b8d3fd5ae18d51310b776
494,YON08,Baby Come to Me,Patti Austin & James Ingram,90,91,92,91,91,https://i.scdn.co/image/7fe8f753dfce14b0f129683ed6f7307243ffc121
495,YON09,On My Own,Patti LaBelle & Michael McDonald,45,51,54,35,46.25,https://i.scdn.co/image/57e65825b172a37e62acf29232f335a31d2f3724
496,YON20,Second Chance,Paul Anka,87,85,80,85,84.25,https://img.discogs.com/-CxvzO6-rr39vexbW_MBjq3IcTo=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb():quality(40)/discogs-images/R-5176256-1418059661-7597.jpeg.jpg
497,YON58,Drawn To The Light,Paul Clark,79,85,77,80,80.25,https://i.scdn.co/image/2d208b73817203672851564658f32ea7b6ff92c4
498,YON06,Cool Night,Paul Davis,48,61,53,54,54,https://i.scdn.co/image/b111fd49a6b4edbcaed49c0c03c03eec0ccc0164
499,YON21,Do You Believe In Love,Paul Davis,59,51,56,52,54.5,https://i.scdn.co/image/f798106a3a6627c65026f74c0d98e6113c5b1204
501,YON70,Seeing Is Believing,Paulinho Da Costa,74,73,68,64,69.75,https://i.scdn.co/image/32964e0408c9c289df9e29b6d48c89452d84ed5b
502,YON42,The Golden Rule Jingle,Per Erik Hallin,52,49,42,42,46.25,https://i.scdn.co/image/64c3b019f371bfefefe489103745427aa087cc21
504,YON14,One Step Over the Borderline,Peter Allen,82,84,83,80,82.25,https://i.scdn.co/image/40411235bebaf0b26feac1663e76f6ecca3267e5
503,BYR70,Bi-Coastal,Peter Allen,87,91,81,78,84.25,https://i.scdn.co/image/40411235bebaf0b26feac1663e76f6ecca3267e5
506,YON68,Show Me the Way,Peter Frampton,3,7,1,7,4.5,https://i.scdn.co/image/057dacc621b9e0976c0303b187ecf29aef3b4d12
505,YON41,Going To L.A.,Peter Frampton,18,28,17,29,23,https://i.scdn.co/image/5fae343b588ece8e2e0465c1d6afa1db05176af2
507,YON21,Fall Break,Peter Yellen,32,16,12,22,20.5,https://img.discogs.com/_5rUVo3WIF9CWONMXOjy-Uy--eA=/fit-in/300x300/filters:strip_icc():format(jpeg):mode_rgb():quality(40)/discogs-images/R-7326711-1438968549-5311.png.jpg
508,YON31,Jamaican Rum,Phil Lynott,25,12,16,15,17,https://img.discogs.com/lIsKLN0sy2cR9OVa9DwZqMw0md8=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb():quality(40)/discogs-images/R-837292-1506246000-1149.jpeg.jpg
509,BYR43,Easy Lover,Phillip Bailey & Phil Collins,55,35,41,70,50.25,https://i.scdn.co/image/52031859065e4fcb360dbd9fadaa2af587909e95
510,YON15,Summer Days,Phoenix,5,6,22,10,10.75,https://i.scdn.co/image/a424cb5cdd3b135f5689b19bde861c06342ef604
513,YON56,Forever,Player,21,47,36,32,34,https://i.scdn.co/image/13412cd340947594621e1c8f2ab4cfbbcc136e4c
511,YON06,Baby Come Back,Player,65,59,62,48,58.5,https://i.scdn.co/image/76c43276dc6b2603c90f8e60085f658ea954104e
512,YON31,Givin' It All,Player,75,62,63,65,66.25,https://i.scdn.co/image/76c43276dc6b2603c90f8e60085f658ea954104e
