ID,Show,Title,Artist,JD,Hunter,Steve,Dave,YACHTSKI,Cover Art
163,YON13,Missing You,Dan Fogelberg,62,49,47,48,51.5,https://i.scdn.co/image/f994c977152f7a08f21b346d0f5d0e170ab047d9
166,YON31,Instant Replay,Dan Hartman,10,8,8,15,10.25,https://i.scdn.co/image/8e74270448066336e16e48be0f81e2e6b2db8611
165,YON12,I Can Dream About You,Dan Hartman,38,26,30,25,29.75,https://i.scdn.co/image/8d33c7fea4d66e08573e7a150abff0e0b3cc7381
168,BYR19,Woman,Dane Donohue,82,83,79,82,81.5,https://i.scdn.co/image/065e71ccd4ba25f79a85fdd63acf7c868e17f55e
167,YON35,Can't Be Seen,Dane Donohue,88,86,83,83,85,https://i.scdn.co/image/065e71ccd4ba25f79a85fdd63acf7c868e17f55e
169,YON33,Love Now,Danny Douma,50,46,47,43,46.5,https://img.discogs.com/OWUR-PAFOZi5JQZT_BzcWW6VwQQ=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb():quality(40)/discogs-images/R-3694553-1462900862-3451.jpeg.jpg
170,YON35,Huggin,Dara Sedaka,81,81,63,76,75.25,https://i.scdn.co/image/9533586478a6df7319964de5e6dbfc6768f16337
178,YON39,You're Much Too Soon,Daryl Hall & John Oates,18,22,22,25,21.75,https://i.scdn.co/image/c3d3815f5abac6d4b1e454109dcf2a1524d36cad
172,YON01,Maneater,Daryl Hall & John Oates,35,29,8,25,24.25,https://i.scdn.co/image/b8f653c8d48ec4ffb984ed0ea15897c561553e57
177,YON39,Camellia,Daryl Hall & John Oates,38,30,34,25,31.75,https://i.scdn.co/image/20f8e885b4532e8a5f7e389149a0338aa9273c77
174,YON38,Sara Smile,Daryl Hall & John Oates,22,38,30,38,32,https://i.scdn.co/image/20f8e885b4532e8a5f7e389149a0338aa9273c77
180,YON69,Gino (The Manager),Daryl Hall & John Oates,35,29,32,33,32.25,https://i.scdn.co/image/20f8e885b4532e8a5f7e389149a0338aa9273c77
171,BYR10,Rich Girl,Daryl Hall & John Oates,38,46,28,36,37,https://i.scdn.co/image/83b16f32034ec7e9d449379352fad28fca102608
176,YON39,I Can't Go For That (No Can Do),Daryl Hall & John Oates,38,48,55,30,42.75,https://i.scdn.co/image/cfe20cb6dac7f6a7366893c5d582d82e538683b6
179,YON69,She's Gone,Daryl Hall & John Oates,42,41,43,45,42.75,https://i.scdn.co/image/eb8c105408fc5d6988c04e5308ce8cfe140af832
173,YON25,Private Eyes,Daryl Hall & John Oates,62,47,23,48,45,https://i.scdn.co/image/cfe20cb6dac7f6a7366893c5d582d82e538683b6
175,YON39,Time's Up (Alone Tonight),Daryl Hall & John Oates,55,54,60,48,54.25,https://i.scdn.co/image/69cc04c2f37bca821cc7b605c57c14a9d1c88d47
181,YON29,Haunting Me,Dave Grusin,64,76,73,67,70,https://i.scdn.co/image/dfeadacca5e14f8f3835be733fec945ed033fed1
182,BYR60,The Fool In Me,Dave Loggins,55,59,54,61,57.25,https://i.scdn.co/image/ba0635c8400edf7fce54f60e70ac58bd9a768acc
183,YON11,One Way Ticket to Paradise,Dave Loggins,63,58,61,51,58.25,https://i.scdn.co/image/2276867f2ca8f4c754d017c44ccf6c94fbc28d45
184,YON68,Save Me,Dave Mason,59,52,52,56,54.75,https://i.scdn.co/image/d90c808be63cd8412e499d633fd2585cf0f21bc3
186,YON37,She's Got To Be Somewhere,David Crosby,59,61,62,53,58.75,https://i.scdn.co/image/9cf199df58c04df258f802e38ca2844602a4cd50
187,YON35,She Don't,David Pack,56,67,81,54,64.5,https://i.scdn.co/image/550c6ae854f72cd22e31247004dc1e86eb7198e8
188,BYR70,"Ask Me to Say ""I Do"" (And I Will)",David Pomeranz,75,68,66,63,68,https://img.discogs.com/rq0Ri0oQNsyOO1c5WiE2YEluAY4=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb():quality(40)/discogs-images/R-2863345-1304535954.jpeg.jpg
191,YON50,Too Good To Last,David Roberts,59,61,74,65,64.75,https://i.scdn.co/image/cb82874461684d5c01b4dcc7df0f52021d3817a4
190,YON50,Wrong Side of the Tracks,David Roberts,78,79,84,77,79.5,https://i.scdn.co/image/cb82874461684d5c01b4dcc7df0f52021d3817a4
189,BYR59,Boys of Autumn,David Roberts,90,83,89.5,89,87.875,https://i.scdn.co/image/cb82874461684d5c01b4dcc7df0f52021d3817a4
192,YON15,Anything You Want,David Sanborn,65,57,67,65,63.5,https://i.scdn.co/image/9537377e88561cd6f09cb398b3ff94d317db5001
193,YON20,Eye Know,De La Soul,28,26,10,16,20,https://img.discogs.com/qI5i15DLd10tNWgdXZs0uJFroO8=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb():quality(40)/discogs-images/R-97850-1453864815-2493.jpeg.jpg
197,YON60,I Like It,DeBarge,48,47,41,44,45,https://i.scdn.co/image/f4bf1dba134e33285ef6d21050be2ed3d20ac4fd
194,YON34,Who's Holding Donna Now,DeBarge,45,48,47,42,45.5,https://i.scdn.co/image/73912dd51d56a04c1d34af04eb0eb797f65b4d9e
196,YON44,Saving Up All My Love,DeBarge,64,49,62,53,57,https://i.scdn.co/image/a99e45754c67eca270bdab7b787310d5a9bc1496
195,YON44,Queen Of My Heart,DeBarge,72,71,70,57,67.5,https://i.scdn.co/image/834cbf639f04c86ae53ada46bdf4d95feda26855
198,YON33,Be Yourself,Debra Laws,47,62,43,48,50,https://i.scdn.co/image/4a1aa11ada8d8b388251dd996212eade48c51106
199,YON24,Just This One Night,Deodato,52,46,37,42,44.25,https://i.scdn.co/image/ecd9f3e480a73e8f106f8a92f54965518f17fd2d
200,YON42,Tahitti Hut,Deodato,49,50,41,42,45.5,https://i.scdn.co/image/e648c3e878ae71dd7905b812b02f4749307fede4
202,YON66,Love Will Make It Right,Diana Ross,55,54,56,52,54.25,https://i.scdn.co/image/912846aaf97ea441f8465dc25a12c7280ecba2d5
201,YON66,That's How You Start Over,Diana Ross,93,87,93,89,90.5,https://i.scdn.co/image/912846aaf97ea441f8465dc25a12c7280ecba2d5
203,YON64,Mon Ami-e,Diane Tell,67,80,76,75,74.5,https://i.scdn.co/image/bfbfef69ab8f0d210afbb10966f589513e4d1507
206,YON44,Take The Short Way Home,Dionne Warwick,50,46,42,43,45.25,https://i.scdn.co/image/376c1111824a2402ff3b1bea8ea375413290272b
205,YON40,Easy Love,Dionne Warwick,49,47,48,40,46,https://i.scdn.co/image/6c3dfec95affd46e031a1814065d6433ceb6ce26
204,YON40,Deja Vu,Dionne Warwick,50,48,53,54,51.25,https://i.scdn.co/image/87b38a6676709d158eeaeb6827826327a4b0c2d7
207,YON15,Got You Where I Want You,Dionne Warwick & Johnny Mathis,65,69,62,54,62.5,https://i.scdn.co/image/58af60dab91005d1324fb47b8554cfaeac5eb3ca
208,YON69,Drift Away,Dobie Gray,2,11,2,3,4.5,https://i.scdn.co/image/b22fd9e9191e5ed88694a099c84ab890d133da92
209,BYR60,Same Old Fool,Dolly Parton,84,81,64,71,75,https://i.scdn.co/image/72f9f0760f91a81ddae1f9033fa4a4251afc178c
210,YON27,Don't Lose Your Love,Don Brown,41,30,33,28,33,https://i.scdn.co/image/8dbf61cfaea360c2127fa8edf7de08aba603b4d2
213,YON24,Snowbound,Donald Fagen,45,57,39,45,46.5,https://i.scdn.co/image/b70b759899baaf2dbabd6abb86489b1eb9a71932
215,YON28,Security Joan,Donald Fagen,48,51,54,55,52,https://i.scdn.co/image/9aa7e56a6168391b0357af6b9edc6d2393b66a9c
216,YON56,Miss Marlene,Donald Fagen,55,52,52,51,52.5,https://i.scdn.co/image/9fb945e47fd4f46793964dbcb82a5f69ef8a0cf7
212,YON18,New Frontier,Donald Fagen,58,60,70,48,59,https://i.scdn.co/image/3ed9a80dddd82aa6d2a838dcb1f7503a92b0018d
211,YON12,Tomorrow's Girls,Donald Fagen,59,66,75,55,63.75,https://i.scdn.co/image/b70b759899baaf2dbabd6abb86489b1eb9a71932
214,YON25,I.G.Y.,Donald Fagen,60,63,76,61,65,https://i.scdn.co/image/3ed9a80dddd82aa6d2a838dcb1f7503a92b0018d
218,YON68,State of Independence,Donna Summer,30,33,17,25,26.25,https://i.scdn.co/image/a9dacecbddb3d3259b31a5c281d687fd91b3106a
217,YON59,Livin' In America,Donna Summer,41,48,47,45,45.25,https://i.scdn.co/image/a9dacecbddb3d3259b31a5c281d687fd91b3106a
219,YON53,Baby,Donnie & Joe Emerson,10,28,29,32,24.75,https://i.scdn.co/image/75a722c86d000d24f8d26aaa861ef212f12f356e
220,YON21,The Captain of Her Heart,Double,28,18,22,22,22.5,https://i.scdn.co/image/868f75a2e2853aa047041110f57f7e1db13d284d
221,YON37,When You're In Love With A Beautiful Woman,Dr. Hook,20,24,23,18,21.25,https://i.scdn.co/image/46e9fc09a6242e92290d242cb31698ca782f2262
222,YON16,Closet Man,Dusty Springfield,83,74,61,65,70.75,https://i.scdn.co/image/4196d44dd6fc4fd65e224f13417c34634c70b0f2
223,YON02,Lovin' and Losin' You,Dwayne Ford,90,96,89,84,89.75,https://i.scdn.co/image/6e997b7f2ff1b8d2766240079771385ae9f126a2
224,YON35,Adventures In The Land Of Music,Dynasty,33,50,36,42,40.25,https://i.scdn.co/image/d59d99339a2e9611b9a7c9db449925997d6562ff
225,YON20,Tequila Sunrise,Eagles,7,11,0,0,4.5,https://i.scdn.co/image/9a573abb2750f879447251c7340d2f3d89886757
226,YON22,Hotel California,Eagles,15,6.66,0,7,7.165,https://i.scdn.co/image/bbfa72f88af20c15aa7b56e1aea8682221eab243
228,YON70,One of These Nights,Eagles,31,19,24,21,23.75,https://i.scdn.co/image/450a2bb0b61b584c9d87afd536bb5cb274243b65
227,YON28,I Can't Tell You Why,Eagles,41,50,33,42,41.5,https://i.scdn.co/image/a38e9601c9e04325117743cc4cdac5ef09bbbdcf
229,YON52,Star,"Earth, Wind & Fire",42,43,57,39,45.25,https://i.scdn.co/image/394a3116871e480e8a9f0b1cf462b2f0dcee23c7
231,YON12,Maybe I'm a Fool,Eddie Money,40,41,22,35,34.5,https://i.scdn.co/image/3a00821b038893a593538c23dd3067938c7173ac
232,YON26,Step by Step,Eddie Rabbitt,30,40,35,25,32.5,https://i.scdn.co/image/82f6881053f05f3798b3d7497e6e1e12462bc4fb
233,YON31,Suspicions,Eddie Rabbitt,60,53,53,51,54.25,https://i.scdn.co/image/499547748f67b988011b5a3257b0e7756021c34a
234,YON19,Little Jeannie,Elton John,49,51,36,35,42.75,https://i.scdn.co/image/093bd8cd43bfbfa037c6ab4437b0031fbd6bfe49
235,YON25,Give Me The Love,Elton John,55,63,59,61,59.5,https://i.scdn.co/image/093bd8cd43bfbfa037c6ab4437b0031fbd6bfe49
236,BYR10,I'd Really Love to See You Tonight,England Dan & John Ford Coley,50,50,37,39,44,https://i.scdn.co/image/10ea24a8b1a0a3cc2096dcf5ec00322572a02bff
237,BYR60,Caught Up in the Middle,England Dan & John Ford Coley,81,78,80,78,79.25,https://i.scdn.co/image/e133b71bcdfa3806eb5787a62681d74105292c6f
238,YON10,Change of Heart,Eric Carmen,74,72,67,70,70.75,https://i.scdn.co/image/e2ea98b6bd34d1f2ede407f34bd0ab1e6982bb51
239,YON14,No One There,Eric Tagg,83,90,88,80,85.25,https://img.discogs.com/9Bc_qRIjtt2SNRWNhiuBIvA5AC0=/fit-in/300x300/filters:strip_icc():format(jpeg):mode_rgb():quality(40)/discogs-images/R-3411902-1384163263-5116.jpeg.jpg
241,YON09,Kiss You All Over,Exile,12,38,12,25,21.75,https://i.scdn.co/image/cd58417e2acb9c67cc332cbd30e0605e1f266b7e
240,BYR89,You're Good For Me,Exile,82,86,81,87,84,https://i.scdn.co/image/f5f7a5abc12ac3af3379d59e3130cd8271c9da75
242,YON29,Falling For A Funny One,Eye To Eye,47,54,44,55,50,https://i.scdn.co/image/a5eff5abc26ca4c30a2b96df320c91d384d9c9dd
243,YON21,But Not For You,Field Music,3,4,9,5,5.25,https://i.scdn.co/image/e9543fd99d4213740cd6e7b8beb85c6b1d032ba0
245,YON70,Just Remember I Love You,Firefall,12,16,32,9,17.25,https://i.scdn.co/image/6d39efbf03ba869eea64cdd8d6d120641936c9ff
244,YON01,You Are the Woman,Firefall,30,39,15,30,28.5,https://i.scdn.co/image/da6a0747aa33fb3473266792635e160d94d26741
247,YON07,Little Lies,Fleetwood Mac,12,23,18,15,17,https://i.scdn.co/image/16152677d2b566e0db8d2cadbbe021c4d1c6caee
246,YON07,Everywhere,Fleetwood Mac,5,33,18,15,17.75,https://i.scdn.co/image/16152677d2b566e0db8d2cadbbe021c4d1c6caee
250,YON70,Dreams,Fleetwood Mac,31,40,35,22,32,https://i.scdn.co/image/e9deafbd4f3e577ae46c373d40fc0e717cc4e9eb
248,YON08,Hold Me,Fleetwood Mac,45,31,34,20,32.5,https://i.scdn.co/image/9b2db154ad74c7578c5131d4dd98cf65d36f40ce
249,YON50,You Make Loving Fun,Fleetwood Mac,35,40,37,25,34.25,https://i.scdn.co/image/e9deafbd4f3e577ae46c373d40fc0e717cc4e9eb
251,YON50,Mr. Lucky,Fools Gold,39,33,38,35,36.25,https://img.discogs.com/Lt7FKKUA-qqvyc9ipTAJmiFQqB8=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb():quality(40)/discogs-images/R-3068950-1325602568.jpeg.jpg
252,YON58,Waiting For A Girl Like You,Foreigner,30,41,34,25,32.5,https://i.scdn.co/image/3b3a1a34f1d8637e7a976eec77e0f1c24a67fee7
253,YON21,Follow the Leader,Foxygen,25,25,30,22,25.5,https://i.scdn.co/image/ea7909e446e1ff5f9f4a7a55e7f0662623bafb9a
256,YON07,I'm Never Gonna Give You Up,Frank Stallone,40,50,46,32,42,https://i.scdn.co/image/4ab0df0ef1d4edde9e672e276e5a6e68ad76fac6
254,BYR70,Love is Like a Light,Frank Stallone,52,70,63,61,61.5,https://i.scdn.co/image/3e1e6f73a94ab7c0a9df4c938f8188ebde3743b6
255,YON10,Moody Girl,Frank Stallone,59,56,70,65,62.5,https://i.scdn.co/image/4ab0df0ef1d4edde9e672e276e5a6e68ad76fac6
257,BYR78,Complicated Times,Frank Weber,52,50,56,51,52.25,https://i.scdn.co/image/173e9cad2070eeae83376c63b13fa8eb32cec3e9
258,BYR49,Come Rain or Shine,Franke & The Knockouts,58,65,63,58,61,https://i.scdn.co/image/b23f147560874c7fbd8d2ede36b65c6ee75d6486
259,YON09,Sweetheart,Franke & The Knockouts,59,72,74,55,65,https://i.scdn.co/image/711210c56270bd172635c24bd27d2a960c5fcccb
260,YON27,A Bigger Fool,Fred Knoblock,67,73,59,68,66.75,https://img.discogs.com/2EWYelfjVq2j2OfTOzaLESwf6Lc=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb():quality(40)/discogs-images/R-2311102-1276090044.jpeg.jpg
262,YON26,Ride Like the Wind,Freddie Hubbard,28,30,25,21,26,https://i.scdn.co/image/430018b96914536f9507a9c7c810fb36f5162621
261,YON16,Hubbard's Cupboard,Freddie Hubbard,31,28,25,29,28.25,https://i.scdn.co/image/23e1f84ee5ef43e4c03631d31858958f3bae2404
263,YON38,Phantom of the Footlights,Full Moon & Larsen/Feiten Band,76,79,78,83,79,https://i.scdn.co/image/f487e315988dbdd581fcefdd8103f6f4b064947b
264,YON36,You Should've Been There,Future Flight,77,69,66,64,69,https://img.discogs.com/4e__gacAboDcTDtduOTWTrWab5o=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb():quality(40)/discogs-images/R-1966436-1335039849.jpeg.jpg
265,YON12,Crazy Love Games,Gary,37,51,12,35,33.75,https://img.discogs.com/Eq0K47chYs0zKwsQG_E1oTnv0Uc=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb():quality(40)/discogs-images/R-3314540-1325520094.jpeg.jpg
266,YON59,Everybody Knows Your Name,Gary Portnoy,20,29,31,18,24.5,https://i.scdn.co/image/38662192a495a80fd8053e61e4750e1dc06e72fe
267,YON29,Just Gets Better With Time,Gary Taylor,82,69,76,72,74.75,https://img.discogs.com/qNvNUENrXzR8SjuTw5tu_FmDogY=/fit-in/300x300/filters:strip_icc():format(jpeg):mode_rgb():quality(40)/discogs-images/R-7961295-1467462575-9305.jpeg.jpg
269,YON45,I Can Feel You Cryin,Gary Wright,25,33,29,32,29.75,https://i.scdn.co/image/35399e8b799de0469f66ddeba760a18fac53d46c
268,BYR10,Dream Weaver,Gary Wright,40,40,24,25,32.25,https://i.scdn.co/image/05137836c5c27f88be24436575e2dc67f865fba0
272,YON64,Love Is Why,Gary Wright,44,31,41,31,36.75,https://i.scdn.co/image/35399e8b799de0469f66ddeba760a18fac53d46c
270,YON54,Really Want to Know You,Gary Wright,39,43,31,38,37.75,https://i.scdn.co/image/7c869f165a74f2e7aaa5868635ff48f09d37ad78
271,YON61,Close To You,Gary Wright,78,64,61,63,66.5,https://i.scdn.co/image/7c869f165a74f2e7aaa5868635ff48f09d37ad78
274,YON45,That's All,Genesis,18,36,23,20,24.25,https://i.scdn.co/image/ae174dd236b7fd965c474bb52ec116f0900254c8
273,YON14,Misunderstanding,Genesis,49,42,43,40,43.5,https://i.scdn.co/image/fa46dc02e5d95d3040b0039360ede1b0b23a0f04
275,YON05,Breezin',George Benson,90,64,79,77,77.5,https://i.scdn.co/image/e6a688e3d2d69bf91a810a4825fea86e16203ba1
277,YON43,Lady Love Me,George Benson,79,86,79,81,81.25,https://i.scdn.co/image/c9be2f0a70c4d9a34401c3656de641c9eb958929
276,YON37,Turn Your Love Around,George Benson,90,98,93,96,94.25,https://i.scdn.co/image/1bb1228b488f38b390d8b0a359d2702e01716084
279,BYR52,Breezin' 2006,George Benson & Al Jarreau,45,51,38,42,44,https://img.discogs.com/VnfVWgZJoETP-qceZIfQdZRXWhw=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb():quality(40)/discogs-images/R-3364645-1327484949.jpeg.jpg
280,YON56,You,George Duke,90,90,86,85,87.75,https://i.scdn.co/image/ddba8aa51f1b1cc65fc9b79ef272780e5a0562cf
281,YON54,Pure Smokey,George Harrison,50,50,48,50,49.5,https://i.scdn.co/image/a2c011d7f0d3f5098ea250efd8ad547513e14763
282,YON23,Careless Whisper,George Michael,12,30,20,15,19.25,https://i.scdn.co/image/93fd499dc4cf7e8c148f65c43b883b856492b9ea
283,BYR10,Baker Street,Gerry Rafferty,30,38,21,28,29.25,https://i.scdn.co/image/eec64de069bfc48c2f45dce89274fa7c1da55a16
284,YON10,Right Down the Line,Gerry Rafferty,23,41,37,28,32.25,https://i.scdn.co/image/eec64de069bfc48c2f45dce89274fa7c1da55a16
285,YON20,Je Reviens,Gilles Rivard,55,59,65,55,58.5,https://i.scdn.co/image/e8c7675333029e01d277c48ce39d9c48f6532d78
287,YON42,I Just Wanna Stop,Gino Vannelli,42,52,51,32,44.25,https://i.scdn.co/image/7e523ecbab3ec0ef28f49a83561a51c5b6f7c51e
288,YON59,Nightwalker,Gino Vannelli,49,57,56,58,55,https://i.scdn.co/image/91559eb7dc0637fe91a41bcd48f594f617398e35
286,BYR11,Living Inside Myself,Gino Vannelli,55,59,62,51,56.75,https://i.scdn.co/image/91559eb7dc0637fe91a41bcd48f594f617398e35
289,YON48,Southern Nights,Glen Campbell,35,38,27,30,32.5,https://i.scdn.co/image/e03ea6890b65a7aab9ceae6d00ba9a35ac6f7555
290,YON55,Don't Look Down,Go West,35,41,43,45,41,https://i.scdn.co/image/27f81347d858059038aac36fc5c822248ff1bbbc
291,YON11,Goin Down,Greg Guidry,76,86,69,74,76.25,https://img.discogs.com/_5h-W6qnj97qvLz9DGcxx2NrrwQ=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb():quality(40)/discogs-images/R-1453216-1220859642.jpeg.jpg
292,YON32,Lazy Nina,Greg Phillinganes,63,81,73,78,73.75,https://i.scdn.co/image/868c38b06966306b0c25b2c1d5f3e0077e58629d
293,BYR60,Cryin' Shame,Gregg Allman Band,51,61,52,58,55.5,https://i.scdn.co/image/5c6108448610d26d739e4145178982f1ee87eaa4
294,YON24,Shake You Down,Gregory Abbott,20,34,12,28,23.5,https://i.scdn.co/image/d377dd7b0f1faba81e0c4cdf1e3ce4dffbfaaf40
295,BYR83,Sinbad,Grimaldi/Zeiher,53,52,54,50,52.25,https://img.discogs.com/Lla1HagUQpYoYuysTiGB2r-wzUI=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb():quality(40)/discogs-images/R-5317794-1395956382-3962.jpeg.jpg
296,YON11,Follow You Home,Heat,64,79,54,65,65.5,https://img.discogs.com/m_DnY7d8gXP4CmPmIKUn7_5jfTo=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb():quality(40)/discogs-images/R-2307245-1510493974-5402.jpeg.jpg
297,YON18,Rise,Herb Alpert,38,50,42,45,43.75,https://i.scdn.co/image/8fc70afa980a338a2a70d30f00281abe7194174e
298,YON49,I Get It From You,Herb Alpert,59,60,48,53,55,https://i.scdn.co/image/6dbcc3b4d05fba49e2341e0d6a12c7b40d90ffba
299,BYR54,Paradise,Herbie Hancock,81,84,72,75,78,https://i.scdn.co/image/e38161c50620dba75d19ddef1bbc4c32ee6e2b5a
300,YON35,Say Goodbye,Hiroshi Satoh,46,50,41,32,42.25,https://img.discogs.com/6opO0j9wDwytvPO6rR7jFLNJoio=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb():quality(40)/discogs-images/R-3209030-1536893211-1692.jpeg.jpg
301,YON16,Some Children,Holy Ghost!,30,41,22,20,28.25,https://i.scdn.co/image/028f944402b2571fee97d9af2539dbb5842983cc
302,YON41,So You Win Again,Hot Chocolate,44,36,36,43,39.75,https://i.scdn.co/image/4038f0a7c99dee70f328af579c33bb445c53fd71
303,YON68,Rock The Boat,Hues Corporation,28,9,21,14,18,https://i.scdn.co/image/54253638f8ab68899d0b75e05d874bebad73a361
304,YON02,Stuck With You,Huey Lewis & the News,10,5,8.3,15,9.575,https://i.scdn.co/image/fe79f1439190d373a00aae4eb0f6412c265afff1
305,YON21,Do You Believe In Love,Huey Lewis & the News,25,29,13,27,23.5,https://i.scdn.co/image/ba381613a8079eb7f1b6c4fb76d6439d41836735
307,YON38,Shake It,Ian Matthews,40,39,37,38,38.5,https://i.scdn.co/image/ac191d591c47bb1b2c6037162a9632d846dd39cf
306,YON08,Gimme an Inch Girl,Ian Matthews,55,58,40,42,48.75,https://i.scdn.co/image/61893965f1af8ab9a397c0ffe6be0512fe09d876
309,YON29,Hold On,Ian Thomas,32,30,32,30,31,https://i.scdn.co/image/926d539cc450430d914c061afc7e7c723d3ac460
308,YON27,I Am the One,Ian Thomas,78,69,61,72,70,https://i.scdn.co/image/926d539cc450430d914c061afc7e7c723d3ac460
310,YON45,Any Good Time At All,Imperials,45,56,63,49,53.25,https://i.scdn.co/image/caa3721f5cd1efb6dd24534fa29e9ff8f5238310
311,YON22,All I Need,Jack Wagner,22,28,12,25,21.75,https://i.scdn.co/image/0498caa0fbefd15f71a561d22471b37044bc8fe6
313,YON70,Running On Empty,Jackson Browne,35,23,23,25,26.5,https://i.scdn.co/image/eae834656b83bd6bef8710e984fbb6e31df87157
312,YON24,Somebody's Baby,Jackson Browne,60,51,40,48,49.75,https://i.scdn.co/image/52fd42107e5a4a91d7dd5f2a4ab3fcfaa7679aa7
314,YON50,Old Jack Magnet,Jakob Magnusson,55,50,58,52,53.75,https://img.discogs.com/RVuh3sJ3uzlqu1ISnOAifATtVpo=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb():quality(40)/discogs-images/R-5544908-1485760223-5160.jpeg.jpg
315,YON10,Yah-Mo Be There,James Ingram & Michael McDonald,71,90,77,75,78.25,https://img.discogs.com/wXgpBtzNChPkuxCSdnP7K0czF0A=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb():quality(40)/discogs-images/R-1449650-1351089650-8115.jpeg.jpg
317,YON09,Her Town Too,James Taylor,31,29,17,28,26.25,https://i.scdn.co/image/38bc438a1eab94d9baa7df7e94c2e9ce61679014
316,YON08,Your Smiling Face,James Taylor,55,52,38,37,45.5,https://i.scdn.co/image/d59508acb365d35635329f5b26176e65c8520def
318,YON37,Space Cowboy,Jamiroquai,38,41,40,22,35.25,https://i.scdn.co/image/05d0c1ee0dcccc3c63f7b8a815b3a188d1207c20
319,YON33,She's So Divine,Jan Akkerman,39,34,40,42,38.75,https://i.scdn.co/image/f0989d9d2352903591cf463c8e6d60b0c1f5a73d
320,BYR37,Scene 29,JaR,48,52,52,48,50,https://i.scdn.co/image/4c91e1a0242cfde2a9229fad974b84368ffb72b4
322,YON07,Love is Cold,Jay Ferguson,15,8,15,15,13.25,https://i.scdn.co/image/c72fe698eb1ad531175975513f7c73459d3ca864
323,YON39,Shakedown Cruise,Jay Ferguson,15,20,20,15,17.5,https://i.scdn.co/image/96fabb7471df427d15d0a51422ba4285a539229b
321,YON07,Thunder Island,Jay Ferguson,55,35,30,60,45,https://i.scdn.co/image/c72fe698eb1ad531175975513f7c73459d3ca864
324,BYR62,Can't Hide Love,Jaye P. Morgan,55,54,59,62,57.5,https://i.scdn.co/image/a2d0bdbed5c11d62b14518d9c7f0790f9a691434
325,YON57,Come Dancing,Jeff Beck,35,28,31,25,29.75,https://i.scdn.co/image/4a0d27e06ba53eb12f2c235377e53f429672d0c6
326,YON43,Its a Fact,Jeff Lorber,59,62,64,52,59.25,https://i.scdn.co/image/eddb8d4c4b9eba141989f3c0acd6dfc4665d1175
328,YON13,Runaway,Jefferson Starship,18,6,4,5,8.25,https://i.scdn.co/image/90430574cdb1173d75c8cf6ac25a213375c48829
327,YON04,Miracles,Jefferson Starship,42,46,38,35,40.25,https://i.scdn.co/image/e642e8223469714b42f1ff5b264b92b1616ae86a
329,YON40,New Love,Jeffrey Osborne,76,79,73,72,75,https://i.scdn.co/image/eec02d1b92c15e3fd6d3166b1f7673a427a6dcca
330,YON69,When the Feeling Comes Around,Jennifer Warnes,25,19,38,28,27.5,https://i.scdn.co/image/1407bba1d14d25a09a3e137aed7884728a9bee1e
331,YON41,Let's Get Serious,Jermaine Jackson,17,25,14,12,17,https://i.scdn.co/image/2c64c26f98080e1b29e71c50f11c6649c74fb08f
332,YON57,You Like Me Don't You,Jermaine Jackson,75,58,63,65,65.25,https://i.scdn.co/image/600122e438322e531055b19e931fdd3764e8e90a
333,YON10,Slow and Easy,Jesse Colin Young,35,50,36,25,36.5,https://i.scdn.co/image/5843f9f410e4cf9c426b1aa05982096e1c51513a
334,YON32,Fire On The Water,Jesse Colin Young,61,68,64,58,62.75,https://img.discogs.com/U47roFClqzk-IPcKTS_hbuGHDQU=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb():quality(40)/discogs-images/R-3895147-1348420878-8528.jpeg.jpg
335,YON18,That's Love,Jim Capaldi,33,29,35,30,31.75,https://i.scdn.co/image/c7d6126127468c8e3791a56b85bb8561c90a0b2b
338,YON08,We Were Meant to Be Lovers,Jim Photoglo,30,43,73,25,42.75,https://i.scdn.co/image/a092347f863690e84b64874565e1859a9a215396
336,BYR46,Steal Away,Jim Photoglo,55,70,77,60,65.5,https://img.discogs.com/AQhY8Ef_jaliae_WNk2PYiTFCCc=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb():quality(40)/discogs-images/R-1406441-1376254180-3225.jpeg.jpg
337,BYR57,Fool In Love With You,Jim Photoglo,85,90,89,89,88.25,https://i.scdn.co/image/a092347f863690e84b64874565e1859a9a215396
339,YON22,Margaritaville,Jimmy Buffett,5,3,2,1,2.75,https://i.scdn.co/image/f0f3d9ec80f74294127b470ea176151cceed7619
